config_name,llm_model,embedding_model,prompt_template,chunking_strategy,chunk_size,chunk_overlap,num_chunks,num_questions,avg_ttft_seconds,avg_tokens_per_second,avg_gpu_utilization_pct,avg_gpu_memory_used_mb,ragas_faithfulness,ragas_answer_relevancy,ragas_answer_correctness,ragas_context_precision,ragas_context_recall,total_time_seconds,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1,ttft_std,ttft_min,ttft_max,ttft_median,tps_std,tps_min,tps_max,tps_median,gpu_util_std,gpu_util_min,gpu_util_max,gpu_util_median,gpu_mem_std,gpu_mem_min,gpu_mem_max,gpu_mem_median,faithfulness_std,faithfulness_min,faithfulness_max,faithfulness_median
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Qwen3.5-397B-A17B,nomic-embed-text:latest,concise,recursive,1000,100,113,100,0.9743136657899959,0.0,0.22,639.0,0.885,,,,,886.4674379539993,0.67,0.67,0.37166666666666665,0.82,0.7629745142838842,0.82,0.82,0.7629745142838842,0.82,0.6449587660309161,0.32798132578984307,0.05052013167173737,0.4722832437603259,0.8328219324350357,0.8468250012397767,0.8397377592375181,0.8765144326128042,0.35689478399945074,3.323505416000444,0.5529533859998992,0.0,0,0,0.0,0.8112840551753856,0.0,4.0,0.0,0.0,639.0,639.0,639.0,0.31666666666666665,0.0,1.0,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,Qwen3.5-397B-A17B,nomic-embed-text:latest,detailed,recursive,1000,100,113,100,0.9215741507300754,0.0,0.03,2140.0,0.9195541125541125,,,,,1540.3863663399998,0.67,0.67,0.37166666666666665,0.82,0.7629745142838842,0.82,0.82,0.7629745142838842,0.82,0.6449587660309161,0.12044100460206429,0.019578636395424617,0.28261269475683465,0.8359553325176239,0.8629663515090943,0.8492150349339249,0.8288073709305084,0.2747282049995192,3.2606698070003404,0.5577796834995752,0.0,0,0,0.0,0.3,0.0,3.0,0.0,0.0,2140.0,2140.0,2140.0,0.18795073518533179,0.0,1.0,1.0
